customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Customer_Segment
9397,2019-12-30,YYC-DT,15,0.3,200.17,2019-12-30,2020-05-16,Calgary Downtown,False,78,1992.38,25.54,8,False,,3.56,1691,78,1992.38,1,5,4,154,At Risk (Nguy cơ rời bỏ)
9398,2024-08-18,YYC-DT,16,0.11,65.43,2024-08-18,2024-12-07,Calgary Downtown,False,6,400.05,66.68,11,False,,4.48,25,6,400.05,5,1,2,512,Potential Loyalists (Tiềm năng)
9399,2024-06-08,YYC-NW,9,0.53,282.34,2024-06-08,2024-10-31,Calgary NW,False,4,170.49,42.62,11,False,,3.76,62,4,170.49,5,1,1,511,Potential Loyalists (Tiềm năng)
9400,2022-08-07,YYC-DT,13,0.07,121.76,2022-08-07,2023-07-13,Calgary Downtown,False,31,2130.24,68.72,15,False,,3.69,538,31,2130.24,2,4,4,244,At Risk (Nguy cơ rời bỏ)
9401,2022-07-04,YYC-NW,8,0.17,167.8,2022-07-04,2023-03-27,Calgary NW,False,18,1548.93,86.05,6,False,,3.55,646,18,1548.93,2,3,3,233,At Risk (Nguy cơ rời bỏ)
9402,2024-05-15,YYC-DT,8,0.26,343.16,2024-05-15,2024-11-02,Calgary Downtown,False,4,183.31,45.83,9,False,,3.95,60,4,183.31,5,1,1,511,Potential Loyalists (Tiềm năng)
9403,2020-05-29,YYC-SE,12,0.26,139.21,2020-05-29,2024-03-12,Calgary SE,True,42,2414.13,57.48,7,False,,3.65,295,42,2414.13,3,4,4,344,Loyal Customers (Trung thành)
9404,2021-04-09,YYC-DT,11,0.05,102.2,2021-04-09,2021-10-01,Calgary Downtown,False,28,1235.18,44.11,7,True,Late Delivery,3.41,1188,28,1235.18,1,3,3,133,At Risk (Nguy cơ rời bỏ)
9405,2023-03-30,YYC-DT,14,0.18,320.01,2023-03-30,2023-11-10,Calgary Downtown,False,20,689.21,34.46,12,False,,3.71,418,20,689.21,3,3,2,332,Loyal Customers (Trung thành)
9406,2021-09-09,YYC-SE,8,0.39,33.25,2021-09-09,2024-11-09,Calgary SE,False,25,2360.41,94.42,8,False,,4.37,53,25,2360.41,5,3,4,534,Loyal Customers (Trung thành)
9407,2020-09-23,YYC-SE,19,0.65,130.6,2020-09-23,2024-01-21,Calgary SE,True,61,3227.28,52.91,21,False,,4.31,346,61,3227.28,3,5,5,355,Loyal Customers (Trung thành)
9408,2024-10-12,YYC-NW,13,0.24,156.71,2024-10-12,2024-04-14,Calgary NW,True,3,266.48,88.83,11,True,Billing Error,4.18,262,3,266.48,4,1,1,411,Potential Loyalists (Tiềm năng)
9409,2023-04-29,YYC-SE,13,0.31,288.84,2023-04-29,2024-11-14,Calgary SE,False,17,522.41,30.73,14,False,,3.79,48,17,522.41,5,3,2,532,Loyal Customers (Trung thành)
9410,2024-04-09,YYC-DT,2,0.18,85.36,2024-04-09,2024-08-25,Calgary Downtown,False,1,90.34,90.34,2,False,,4.09,129,1,90.34,4,1,1,411,Potential Loyalists (Tiềm năng)
9411,2019-01-30,YYC-NW,13,0.69,98.15,2019-01-30,2022-05-16,Calgary NW,False,69,2964.95,42.97,13,False,,3.8,961,69,2964.95,1,5,5,155,At Risk (Nguy cơ rời bỏ)
9412,2019-05-03,YYC-DT,7,0.13,198.48,2019-05-03,2020-12-21,Calgary Downtown,True,40,3687.77,92.19,7,False,,4.31,1472,40,3687.77,1,4,5,145,At Risk (Nguy cơ rời bỏ)
9413,2022-05-19,YYC-SE,4,0.05,384.08,2022-05-19,2024-06-14,Calgary SE,False,11,1029.48,93.59,3,False,,3.82,201,11,1029.48,4,2,3,423,Potential Loyalists (Tiềm năng)
9414,2022-03-22,YYC-NW,7,0.25,341.95,2022-03-22,2023-12-22,Calgary NW,False,15,666.15,44.41,5,False,,4.1,376,15,666.15,3,2,2,322,Need Attention (Cần chú ý)
9415,2021-05-09,YYC-NW,14,0.29,207.5,2021-05-09,2023-12-22,Calgary NW,False,42,1184.54,28.2,17,False,,3.87,376,42,1184.54,3,4,3,343,Loyal Customers (Trung thành)
9416,2024-12-10,YYC-SE,10,0.2,239.11,2024-12-10,2024-03-16,Calgary SE,False,2,66.11,33.06,8,True,Damaged Book,3.88,291,2,66.11,3,1,1,311,Need Attention (Cần chú ý)
9417,2019-03-05,YYC-NW,15,0.34,265.0,2019-03-05,2020-05-11,Calgary NW,False,92,4734.78,51.46,11,False,,4.2,1696,92,4734.78,1,5,5,155,At Risk (Nguy cơ rời bỏ)
9418,2023-03-02,YYC-DT,11,0.46,473.79,2023-03-02,2024-07-12,Calgary Downtown,False,18,763.1,42.39,11,False,,4.02,173,18,763.1,4,3,2,432,Loyal Customers (Trung thành)
9419,2024-04-05,YYC-NW,6,0.24,180.67,2024-04-05,2024-11-02,Calgary NW,False,4,336.13,84.03,5,False,,3.5,60,4,336.13,5,1,1,511,Potential Loyalists (Tiềm năng)
9420,2022-08-14,ONLINE,10,0.35,128.92,2022-08-14,2024-05-25,Online,False,17,607.45,35.73,7,False,,4.12,221,17,607.45,4,3,2,432,Loyal Customers (Trung thành)
9421,2023-02-20,YYC-SE,5,0.31,149.13,2023-02-20,2024-03-18,Calgary SE,False,9,467.95,51.99,4,False,,3.58,289,9,467.95,3,2,2,322,Need Attention (Cần chú ý)
9422,2019-11-27,YYC-NW,8,0.7,90.21,2019-11-27,2023-07-31,Calgary NW,True,41,1461.51,35.65,9,False,,4.77,520,41,1461.51,2,4,3,243,At Risk (Nguy cơ rời bỏ)
9423,2023-06-13,YYC-NW,2,0.35,63.4,2023-06-13,2023-12-20,Calgary NW,False,2,64.86,32.43,1,False,,3.76,378,2,64.86,3,1,1,311,Need Attention (Cần chú ý)
9424,2019-09-23,YYC-SE,9,0.36,90.35,2019-09-23,2021-12-03,Calgary SE,False,40,1362.82,34.07,7,False,,4.17,1125,40,1362.82,1,4,3,143,At Risk (Nguy cơ rời bỏ)
9425,2021-01-28,YYC-DT,15,0.35,151.51,2021-01-28,2023-10-18,Calgary Downtown,False,52,1582.04,30.42,10,False,,3.52,441,52,1582.04,3,5,4,354,Loyal Customers (Trung thành)
9426,2020-09-10,YYC-NW,18,0.26,43.87,2020-09-10,2023-09-03,Calgary NW,False,82,2901.72,35.39,11,True,Late Delivery,3.51,486,82,2901.72,3,5,5,355,Loyal Customers (Trung thành)
9427,2022-09-26,ONLINE,2,0.2,310.27,2022-09-26,2024-02-10,Online,False,4,177.07,44.27,2,False,,3.81,326,4,177.07,3,1,1,311,Need Attention (Cần chú ý)
9428,2023-05-26,YYC-DT,5,0.07,194.32,2023-05-26,2023-12-29,Calgary Downtown,False,5,460.83,92.17,5,False,,3.72,369,5,460.83,3,1,2,312,Need Attention (Cần chú ý)
9429,2020-04-15,YYC-DT,15,0.37,84.0,2020-04-15,2021-05-18,Calgary Downtown,False,70,5325.61,76.08,18,False,,4.24,1324,70,5325.61,1,5,5,155,At Risk (Nguy cơ rời bỏ)
9430,2020-06-29,YYC-DT,11,0.47,106.63,2020-06-29,2021-06-10,Calgary Downtown,False,35,2808.31,80.24,11,False,,4.16,1301,35,2808.31,1,4,5,145,At Risk (Nguy cơ rời bỏ)
9431,2019-11-21,YYC-DT,13,0.14,63.34,2019-11-21,2021-07-24,Calgary Downtown,False,64,4811.09,75.17,8,True,Billing Error,3.52,1257,64,4811.09,1,5,5,155,At Risk (Nguy cơ rời bỏ)
9432,2024-05-30,ONLINE,4,0.42,94.46,2024-05-30,2024-12-17,Online,False,1,35.09,35.09,4,True,Rude Staff,3.06,15,1,35.09,5,1,1,511,Potential Loyalists (Tiềm năng)
9433,2021-04-19,YYC-SE,2,0.63,248.6,2021-04-19,2022-02-15,Calgary SE,True,5,249.52,49.9,2,True,Website Issue,3.61,1051,5,249.52,1,1,1,111,Hibernating (Ngủ đông)
9434,2022-01-21,YYC-NW,3,0.33,18.96,2022-01-21,2023-10-16,Calgary NW,False,8,416.23,52.03,2,False,,4.26,443,8,416.23,3,2,2,322,Need Attention (Cần chú ý)
9435,2022-01-06,YYC-NW,19,0.48,73.91,2022-01-06,2022-07-22,Calgary NW,False,47,1390.46,29.58,10,True,Late Delivery,3.21,894,47,1390.46,2,4,3,243,At Risk (Nguy cơ rời bỏ)
9436,2022-06-20,YYC-DT,2,0.07,108.02,2022-06-20,2024-10-03,Calgary Downtown,False,5,201.23,40.25,1,False,,3.13,90,5,201.23,5,1,1,511,Potential Loyalists (Tiềm năng)
9437,2024-11-14,YYC-NW,5,0.31,280.36,2024-11-14,2024-07-09,Calgary NW,False,1,86.98,86.98,4,False,,4.04,176,1,86.98,4,1,1,411,Potential Loyalists (Tiềm năng)
9438,2019-02-02,ONLINE,2,0.14,227.89,2019-02-02,2020-08-02,Online,True,10,792.6,79.26,2,False,,4.19,1613,10,792.6,1,2,2,122,Hibernating (Ngủ đông)
9439,2019-04-11,YYC-NW,7,0.03,118.46,2019-04-11,2021-09-23,Calgary NW,False,43,1740.2,40.47,4,False,,4.04,1196,43,1740.2,1,4,4,144,At Risk (Nguy cơ rời bỏ)
9440,2022-07-22,YYC-DT,3,0.13,107.77,2022-07-22,2023-09-05,Calgary Downtown,False,6,405.2,67.53,2,False,,4.23,484,6,405.2,3,1,2,312,Need Attention (Cần chú ý)
9441,2021-03-25,YYC-SE,17,0.02,40.78,2021-03-25,2023-07-27,Calgary SE,False,46,3339.25,72.59,18,True,Late Delivery,3.58,524,46,3339.25,2,4,5,245,At Risk (Nguy cơ rời bỏ)
9442,2019-12-01,ONLINE,13,0.19,63.99,2019-12-01,2023-01-11,Online,False,54,5030.04,93.15,7,True,Rude Staff,3.47,721,54,5030.04,2,5,5,255,At Risk (Nguy cơ rời bỏ)
9443,2021-08-28,YYC-SE,3,0.17,185.9,2021-08-28,2024-02-11,Calgary SE,False,7,329.84,47.12,3,False,,4.21,325,7,329.84,3,1,1,311,Need Attention (Cần chú ý)
9444,2019-12-31,YYC-SE,19,0.6,122.59,2019-12-31,2021-11-07,Calgary SE,True,70,5555.21,79.36,11,False,,5.0,1151,70,5555.21,1,5,5,155,At Risk (Nguy cơ rời bỏ)
9445,2023-06-06,YYC-SE,2,0.1,209.01,2023-06-06,2024-11-29,Calgary SE,False,2,175.05,87.52,2,False,,3.85,33,2,175.05,5,1,1,511,Potential Loyalists (Tiềm năng)
9446,2023-08-23,YYC-DT,5,0.34,127.32,2023-08-23,2024-01-11,Calgary Downtown,False,6,438.48,73.08,3,False,,3.85,356,6,438.48,3,1,2,312,Need Attention (Cần chú ý)
9447,2022-06-16,YYC-DT,19,0.25,43.42,2022-06-16,2023-03-26,Calgary Downtown,False,45,4212.09,93.6,20,False,,3.87,647,45,4212.09,2,4,5,245,At Risk (Nguy cơ rời bỏ)
9448,2023-10-04,YYC-NW,15,0.39,79.71,2023-10-04,2024-01-18,Calgary NW,False,19,913.1,48.06,12,True,Late Delivery,3.32,349,19,913.1,3,3,3,333,Loyal Customers (Trung thành)
9449,2019-06-26,YYC-DT,4,0.34,92.62,2019-06-26,2022-01-05,Calgary Downtown,False,22,1509.82,68.63,2,False,,4.06,1092,22,1509.82,1,3,3,133,At Risk (Nguy cơ rời bỏ)
9450,2019-06-04,YYC-NW,2,0.03,70.76,2019-06-04,2023-02-17,Calgary NW,False,11,766.3,69.66,2,False,,4.11,684,11,766.3,2,2,2,222,Need Attention (Cần chú ý)
9451,2022-07-11,YYC-SE,4,0.17,394.4,2022-07-11,2024-09-12,Calgary SE,False,10,634.96,63.5,4,True,Late Delivery,3.73,111,10,634.96,4,2,2,422,Potential Loyalists (Tiềm năng)
9452,2024-08-18,YYC-SE,12,0.36,16.51,2024-08-18,2024-12-19,Calgary SE,False,4,247.52,61.88,14,False,,3.71,13,4,247.52,5,1,1,511,Potential Loyalists (Tiềm năng)
9453,2021-03-30,YYC-DT,16,0.46,85.63,2021-03-30,2022-01-12,Calgary Downtown,True,51,4375.67,85.8,18,False,,5.0,1085,51,4375.67,1,5,5,155,At Risk (Nguy cơ rời bỏ)
9454,2024-10-25,YYC-DT,18,0.25,192.48,2024-10-25,2024-08-01,Calgary Downtown,False,5,271.25,54.25,13,False,,4.53,153,5,271.25,4,1,1,411,Potential Loyalists (Tiềm năng)
9455,2022-08-08,YYC-NW,14,0.25,98.54,2022-08-08,2024-05-15,Calgary NW,False,27,1048.07,38.82,14,False,,4.21,231,27,1048.07,4,3,3,433,Loyal Customers (Trung thành)
9456,2024-09-07,YYC-SE,13,0.35,62.28,2024-09-07,2024-12-09,Calgary SE,False,4,180.11,45.03,8,False,,3.79,23,4,180.11,5,1,1,511,Potential Loyalists (Tiềm năng)
9457,2021-07-06,YYC-SE,11,0.36,184.27,2021-07-06,2024-03-14,Calgary SE,False,34,1678.38,49.36,12,True,Damaged Book,3.52,293,34,1678.38,3,4,4,344,Loyal Customers (Trung thành)
9458,2022-07-15,YYC-DT,11,0.33,310.27,2022-07-15,2024-12-24,Calgary Downtown,False,26,802.76,30.88,8,True,Rude Staff,3.1,8,26,802.76,5,3,2,532,Loyal Customers (Trung thành)
9459,2024-06-07,YYC-DT,11,0.34,154.24,2024-06-07,2024-09-10,Calgary Downtown,False,5,168.66,33.73,11,False,,4.43,113,5,168.66,4,1,1,411,Potential Loyalists (Tiềm năng)
9460,2024-03-07,YYC-DT,9,0.09,75.8,2024-03-07,2024-08-31,Calgary Downtown,False,5,353.24,70.65,6,True,Billing Error,3.14,123,5,353.24,4,1,1,411,Potential Loyalists (Tiềm năng)
9461,2020-08-05,YYC-SE,16,0.2,189.62,2020-08-05,2021-02-26,Calgary SE,False,57,3674.86,64.47,14,False,,4.39,1405,57,3674.86,1,5,5,155,At Risk (Nguy cơ rời bỏ)
9462,2019-07-06,ONLINE,4,0.23,95.03,2019-07-06,2024-01-22,Online,False,16,1413.35,88.33,3,False,,4.27,345,16,1413.35,3,3,3,333,Loyal Customers (Trung thành)
9463,2022-05-24,YYC-DT,3,0.23,83.59,2022-05-24,2024-03-07,Calgary Downtown,False,8,437.45,54.68,2,True,Rude Staff,3.86,300,8,437.45,3,2,2,322,Need Attention (Cần chú ý)
9464,2022-12-02,YYC-NW,4,0.61,161.24,2022-12-02,2023-04-08,Calgary NW,False,8,698.16,87.27,3,False,,3.95,634,8,698.16,2,2,2,222,Need Attention (Cần chú ý)
9465,2022-07-08,YYC-SE,18,0.1,276.72,2022-07-08,2023-09-24,Calgary SE,False,46,2156.21,46.87,10,False,,3.91,465,46,2156.21,3,4,4,344,Loyal Customers (Trung thành)
9466,2021-10-13,YYC-DT,10,0.41,153.16,2021-10-13,2022-12-14,Calgary Downtown,False,29,1220.53,42.09,9,False,,3.48,749,29,1220.53,2,4,3,243,At Risk (Nguy cơ rời bỏ)
9467,2021-11-26,YYC-SE,14,0.23,104.03,2021-11-26,2024-01-09,Calgary SE,False,40,1331.42,33.29,8,False,,3.49,358,40,1331.42,3,4,3,343,Loyal Customers (Trung thành)
9468,2019-06-05,YYC-DT,16,0.75,243.6,2019-06-05,2022-03-12,Calgary Downtown,False,91,5240.2,57.58,19,False,,3.72,1026,91,5240.2,1,5,5,155,At Risk (Nguy cơ rời bỏ)
9469,2021-12-30,YYC-DT,5,0.29,35.64,2021-12-30,2024-10-21,Calgary Downtown,False,13,1122.92,86.38,4,False,,4.43,72,13,1122.92,5,2,3,523,Potential Loyalists (Tiềm năng)
9470,2022-11-22,YYC-DT,12,0.09,124.35,2022-11-22,2023-08-19,Calgary Downtown,False,18,707.13,39.28,8,True,Late Delivery,3.35,501,18,707.13,3,3,2,332,Loyal Customers (Trung thành)
9471,2019-07-16,YYC-NW,2,0.56,44.36,2019-07-16,2024-03-12,Calgary NW,False,8,371.45,46.43,2,False,,4.07,295,8,371.45,3,2,1,321,Need Attention (Cần chú ý)
9472,2021-04-25,YYC-NW,13,0.62,102.91,2021-04-25,2023-04-07,Calgary NW,False,50,2212.25,44.24,10,False,,3.47,635,50,2212.25,2,5,4,254,At Risk (Nguy cơ rời bỏ)
9473,2021-03-04,YYC-SE,6,0.44,190.54,2021-03-04,2022-03-09,Calgary SE,False,24,2110.0,87.92,5,False,,3.85,1029,24,2110.0,1,3,4,134,At Risk (Nguy cơ rời bỏ)
9474,2024-02-12,YYC-DT,13,0.31,96.22,2024-02-12,2024-10-29,Calgary Downtown,False,10,331.39,33.14,7,False,,4.18,64,10,331.39,5,2,1,521,Potential Loyalists (Tiềm năng)
9475,2020-05-26,YYC-DT,10,0.5,143.61,2020-05-26,2023-09-13,Calgary Downtown,False,41,2168.38,52.89,9,True,Website Issue,3.51,476,41,2168.38,3,4,4,344,Loyal Customers (Trung thành)
9476,2021-04-12,YYC-NW,5,0.15,144.85,2021-04-12,2024-05-23,Calgary NW,False,19,1738.36,91.49,6,False,,3.93,223,19,1738.36,4,3,4,434,Loyal Customers (Trung thành)
9477,2020-09-21,YYC-NW,12,0.15,25.72,2020-09-21,2024-03-11,Calgary NW,False,37,2897.67,78.32,8,False,,3.86,296,37,2897.67,3,4,5,345,Loyal Customers (Trung thành)
9478,2023-01-17,YYC-NW,6,0.71,135.57,2023-01-17,2024-08-23,Calgary NW,False,12,715.27,59.61,7,True,Website Issue,3.46,131,12,715.27,4,2,2,422,Potential Loyalists (Tiềm năng)
9479,2023-01-01,YYC-SE,6,0.31,94.93,2023-01-01,2024-07-19,Calgary SE,False,10,405.55,40.56,3,False,,3.63,166,10,405.55,4,2,2,422,Potential Loyalists (Tiềm năng)
9480,2020-10-19,YYC-NW,4,0.37,150.27,2020-10-19,2021-11-10,Calgary NW,False,13,539.12,41.47,4,False,,3.86,1148,13,539.12,1,2,2,122,Hibernating (Ngủ đông)
9481,2024-10-03,YYC-NW,10,0.41,185.52,2024-10-03,2024-11-26,Calgary NW,False,2,82.06,41.03,10,False,,3.95,36,2,82.06,5,1,1,511,Potential Loyalists (Tiềm năng)
9482,2019-05-07,YYC-DT,10,0.26,76.5,2019-05-07,2021-02-05,Calgary Downtown,False,49,2161.9,44.12,7,False,,4.63,1426,49,2161.9,1,5,4,154,At Risk (Nguy cơ rời bỏ)
9483,2021-12-22,ONLINE,12,0.08,216.83,2021-12-22,2023-03-18,Online,True,37,1870.42,50.55,13,False,,4.37,655,37,1870.42,2,4,4,244,At Risk (Nguy cơ rời bỏ)
9484,2021-05-13,YYC-DT,10,0.15,111.16,2021-05-13,2022-07-31,Calgary Downtown,False,31,2859.44,92.24,12,True,Website Issue,3.53,885,31,2859.44,2,4,5,245,At Risk (Nguy cơ rời bỏ)
9485,2024-07-17,YYC-DT,12,0.38,270.83,2024-07-17,2024-12-08,Calgary Downtown,True,5,420.83,84.17,12,False,,4.39,24,5,420.83,5,1,2,512,Potential Loyalists (Tiềm năng)
9486,2023-10-04,YYC-NW,10,0.31,41.39,2023-10-04,2024-09-16,Calgary NW,False,11,500.55,45.5,9,True,Website Issue,3.45,107,11,500.55,5,2,2,522,Potential Loyalists (Tiềm năng)
9487,2024-09-18,YYC-DT,8,0.12,436.27,2024-09-18,2024-11-09,Calgary Downtown,False,2,147.74,73.87,5,False,,3.84,53,2,147.74,5,1,1,511,Potential Loyalists (Tiềm năng)
9488,2019-05-22,YYC-DT,10,0.05,61.9,2019-05-22,2019-10-15,Calgary Downtown,False,43,1343.21,31.24,10,False,,4.25,1905,43,1343.21,1,4,3,143,At Risk (Nguy cơ rời bỏ)
9489,2020-06-02,YYC-SE,12,0.11,206.69,2020-06-02,2023-04-09,Calgary SE,False,50,3521.99,70.44,8,False,,3.94,633,50,3521.99,2,5,5,255,At Risk (Nguy cơ rời bỏ)
9490,2019-01-11,YYC-SE,16,0.55,281.53,2019-01-11,2022-12-26,Calgary SE,False,74,6262.24,84.62,18,False,,4.01,737,74,6262.24,2,5,5,255,At Risk (Nguy cơ rời bỏ)
9491,2021-10-09,YYC-NW,9,0.38,135.08,2021-10-09,2022-01-28,Calgary NW,True,29,2416.95,83.34,10,False,,4.7,1069,29,2416.95,1,4,4,144,At Risk (Nguy cơ rời bỏ)
9492,2020-01-14,YYC-DT,2,0.54,131.06,2020-01-14,2020-07-04,Calgary Downtown,False,10,761.28,76.13,2,False,,3.72,1642,10,761.28,1,2,2,122,Hibernating (Ngủ đông)
9493,2019-02-28,YYC-NW,15,0.13,174.12,2019-02-28,2022-08-03,Calgary NW,True,79,2575.33,32.6,12,False,,4.64,882,79,2575.33,2,5,4,254,At Risk (Nguy cơ rời bỏ)
9494,2024-12-10,YYC-DT,5,0.22,83.69,2024-12-10,2024-10-15,Calgary Downtown,False,1,50.76,50.76,5,False,,4.02,78,1,50.76,5,1,1,511,Potential Loyalists (Tiềm năng)
9495,2021-04-25,YYC-DT,13,0.72,278.48,2021-04-25,2022-08-22,Calgary Downtown,False,38,1212.14,31.9,13,False,,3.99,863,38,1212.14,2,4,3,243,At Risk (Nguy cơ rời bỏ)
9496,2021-02-06,YYC-DT,11,0.53,108.95,2021-02-06,2022-12-31,Calgary Downtown,False,43,3314.51,77.08,8,True,Billing Error,3.12,732,43,3314.51,2,4,5,245,At Risk (Nguy cơ rời bỏ)
9497,2023-04-24,YYC-SE,17,0.34,128.0,2023-04-24,2024-06-09,Calgary SE,False,31,1196.64,38.6,13,False,,3.57,206,31,1196.64,4,4,3,443,Loyal Customers (Trung thành)
9498,2021-05-06,YYC-DT,17,0.3,85.93,2021-05-06,2024-03-07,Calgary Downtown,False,43,2058.02,47.86,16,False,,3.94,300,43,2058.02,3,4,4,344,Loyal Customers (Trung thành)
9499,2024-01-17,YYC-NW,12,0.38,199.8,2024-01-17,2024-08-02,Calgary NW,False,8,358.17,44.77,12,False,,4.47,152,8,358.17,4,2,1,421,Potential Loyalists (Tiềm năng)
9500,2023-11-09,ONLINE,6,0.32,151.65,2023-11-09,2024-12-19,Online,False,4,325.53,81.38,4,False,,4.38,13,4,325.53,5,1,1,511,Potential Loyalists (Tiềm năng)
9501,2021-03-13,YYC-DT,9,0.22,119.46,2021-03-13,2021-09-13,Calgary Downtown,False,29,2002.91,69.07,10,True,Damaged Book,3.77,1206,29,2002.91,1,4,4,144,At Risk (Nguy cơ rời bỏ)
9502,2021-08-21,YYC-NW,17,0.55,425.84,2021-08-21,2023-01-18,Calgary NW,True,43,3063.5,71.24,16,False,,4.77,714,43,3063.5,2,4,5,245,At Risk (Nguy cơ rời bỏ)
9503,2023-04-27,YYC-DT,9,0.54,207.77,2023-04-27,2024-02-22,Calgary Downtown,False,10,571.52,57.15,6,False,,4.61,314,10,571.52,3,2,2,322,Need Attention (Cần chú ý)
9504,2021-03-11,YYC-DT,9,0.34,120.94,2021-03-11,2021-11-06,Calgary Downtown,False,36,1510.06,41.95,8,False,,4.06,1152,36,1510.06,1,4,3,143,At Risk (Nguy cơ rời bỏ)
9505,2022-07-14,YYC-NW,17,0.47,349.66,2022-07-14,2024-07-30,Calgary NW,False,29,2186.37,75.39,15,True,Late Delivery,3.61,155,29,2186.37,4,4,4,444,Elite Shoppers (VVIP)
9506,2022-02-25,YYC-DT,5,0.48,187.94,2022-02-25,2023-05-01,Calgary Downtown,False,12,919.14,76.6,6,False,,3.7,611,12,919.14,2,2,3,223,Need Attention (Cần chú ý)
9507,2023-12-21,YYC-DT,17,0.33,291.61,2023-12-21,2024-04-13,Calgary Downtown,False,15,490.08,32.67,9,True,Damaged Book,2.99,263,15,490.08,4,2,2,422,Potential Loyalists (Tiềm năng)
9508,2024-01-28,YYC-DT,11,0.04,110.06,2024-01-28,2024-06-20,Calgary Downtown,False,7,201.82,28.83,13,False,,4.12,195,7,201.82,4,1,1,411,Potential Loyalists (Tiềm năng)
9509,2021-02-09,YYC-DT,8,0.42,159.05,2021-02-09,2022-06-17,Calgary Downtown,False,32,1643.49,51.36,9,False,,3.28,929,32,1643.49,1,4,4,144,At Risk (Nguy cơ rời bỏ)
9510,2022-08-22,YYC-NW,2,0.5,15.38,2022-08-22,2023-03-13,Calgary NW,False,4,312.41,78.1,1,False,,4.63,660,4,312.41,2,1,1,211,Need Attention (Cần chú ý)
9511,2019-11-15,YYC-SE,10,0.49,116.0,2019-11-15,2024-09-03,Calgary SE,False,38,1991.8,52.42,9,True,Late Delivery,3.32,120,38,1991.8,4,4,4,444,Elite Shoppers (VVIP)
9512,2020-08-02,ONLINE,9,0.18,33.12,2020-08-02,2023-09-29,Online,False,31,1911.29,61.65,6,False,,4.32,460,31,1911.29,3,4,4,344,Loyal Customers (Trung thành)
9513,2021-06-09,YYC-NW,11,0.34,196.14,2021-06-09,2024-12-09,Calgary NW,True,30,2714.34,90.48,11,False,,4.15,23,30,2714.34,5,4,4,544,Elite Shoppers (VVIP)
9514,2022-08-20,YYC-SE,5,0.2,86.75,2022-08-20,2024-11-17,Calgary SE,False,11,982.35,89.3,4,False,,3.81,45,11,982.35,5,2,3,523,Potential Loyalists (Tiềm năng)
9515,2019-01-28,YYC-NW,5,0.34,294.39,2019-01-28,2019-11-02,Calgary NW,False,27,1084.87,40.18,5,True,Damaged Book,3.91,1887,27,1084.87,1,3,3,133,At Risk (Nguy cơ rời bỏ)
9516,2024-06-24,YYC-NW,7,0.31,78.91,2024-06-24,2024-10-23,Calgary NW,False,2,117.57,58.78,5,False,,3.72,70,2,117.57,5,1,1,511,Potential Loyalists (Tiềm năng)
9517,2023-04-28,YYC-DT,9,0.22,242.54,2023-04-28,2024-12-15,Calgary Downtown,True,10,658.63,65.86,11,False,,4.54,17,10,658.63,5,2,2,522,Potential Loyalists (Tiềm năng)
9518,2019-08-27,YYC-SE,7,0.13,105.53,2019-08-27,2024-11-01,Calgary SE,False,32,1425.39,44.54,8,False,,3.71,61,32,1425.39,5,4,3,543,Loyal Customers (Trung thành)
9519,2020-02-04,YYC-NW,11,0.42,164.49,2020-02-04,2023-01-01,Calgary NW,False,38,3411.57,89.78,11,False,,4.2,731,38,3411.57,2,4,5,245,At Risk (Nguy cơ rời bỏ)
9520,2023-05-30,YYC-DT,5,0.68,319.13,2023-05-30,2024-08-15,Calgary Downtown,False,7,290.26,41.47,4,False,,3.97,139,7,290.26,4,1,1,411,Potential Loyalists (Tiềm năng)
9521,2020-07-07,YYC-DT,5,0.06,126.25,2020-07-07,2022-08-17,Calgary Downtown,False,21,838.23,39.92,6,False,,3.7,868,21,838.23,2,3,2,232,At Risk (Nguy cơ rời bỏ)
9522,2021-09-03,YYC-DT,18,0.39,128.02,2021-09-03,2022-01-18,Calgary Downtown,False,47,3336.77,71.0,19,False,,4.09,1079,47,3336.77,1,4,5,145,At Risk (Nguy cơ rời bỏ)
9523,2020-10-19,ONLINE,9,0.1,222.58,2020-10-19,2023-04-10,Online,False,30,1150.38,38.35,5,False,,3.72,632,30,1150.38,2,4,3,243,At Risk (Nguy cơ rời bỏ)
9524,2020-01-08,YYC-NW,18,0.09,211.12,2020-01-08,2024-08-04,Calgary NW,False,75,3924.95,52.33,21,False,,4.43,150,75,3924.95,4,5,5,455,Elite Shoppers (VVIP)
9525,2020-12-13,YYC-DT,6,0.56,119.59,2020-12-13,2023-09-26,Calgary Downtown,False,26,2126.14,81.77,6,True,Late Delivery,3.07,463,26,2126.14,3,3,4,334,Loyal Customers (Trung thành)
9526,2021-12-27,ONLINE,16,0.28,90.62,2021-12-27,2024-08-09,Online,False,44,1532.26,34.82,16,True,Late Delivery,3.25,145,44,1532.26,4,4,3,443,Loyal Customers (Trung thành)
9527,2024-03-28,YYC-DT,10,0.05,81.35,2024-03-28,2024-07-07,Calgary Downtown,False,8,314.1,39.26,5,False,,3.99,178,8,314.1,4,2,1,421,Potential Loyalists (Tiềm năng)
