Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,P,F,M,P_score,F_score,M_score,PFM_score,Segment (EN),Segment_Group
2944,29,Female,Shirt,Clothing,44,Virginia,M,Orange,Spring,3.4,No,Standard,No,No,37,Credit Card,monthly,37,2,44,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2945,50,Female,Sneakers,Footwear,95,New York,XL,Cyan,Summer,3.9,No,Free Shipping,No,No,4,Venmo,every 3 months,4,2,95,5,2,5,525,Active Regulars,Potential & Promising
2946,32,Female,Belt,Accessories,49,Delaware,M,Charcoal,Summer,4.8,No,Free Shipping,No,No,1,Credit Card,every 3 months,1,2,49,5,2,2,522,Active Regulars,Potential & Promising
2947,38,Female,Pants,Clothing,77,Hawaii,L,Purple,Spring,2.8,No,Free Shipping,No,No,29,Bank Transfer,quarterly,29,2,77,3,2,4,324,Needs Engagement,High Risk & Need Attention
2948,52,Female,Jewelry,Accessories,63,Nebraska,L,Peach,Spring,4.4,No,Standard,No,No,50,Venmo,annually,50,3,63,1,1,3,113,High-Value At Risk,High Risk & Need Attention
2949,61,Female,Pants,Clothing,83,Vermont,M,Violet,Winter,3.1,No,Standard,No,No,38,Debit Card,bi-weekly,38,1,83,2,3,4,234,At Risk (Strong),Hibernating & Lost
2950,25,Female,Jewelry,Accessories,93,Iowa,M,Peach,Spring,3.8,No,Store Pickup,No,No,15,PayPal,annually,15,3,93,4,1,5,415,Active Regulars,Potential & Promising
2951,22,Female,Jeans,Clothing,91,Iowa,S,Maroon,Winter,4.1,No,2-Day Shipping,No,No,44,Debit Card,every 3 months,44,2,91,1,2,5,125,At Risk (Strong),Hibernating & Lost
2952,47,Female,Scarf,Accessories,99,Arkansas,L,Maroon,Fall,4.6,No,Free Shipping,No,No,14,Cash,weekly,14,1,99,4,3,5,435,Loyal Buyers,Champions & Loyal
2953,50,Female,Belt,Accessories,24,Alabama,M,Peach,Spring,4.9,No,Next Day Air,No,No,5,Debit Card,monthly,5,2,24,5,2,1,521,Active Regulars,Potential & Promising
2954,45,Female,Dress,Clothing,82,Maryland,M,Silver,Summer,4.8,No,Next Day Air,No,No,11,Credit Card,annually,11,3,82,4,1,4,414,Active Regulars,Potential & Promising
2955,33,Female,T-shirt,Clothing,28,South Dakota,M,Indigo,Winter,3.9,No,Express,No,No,15,Credit Card,annually,15,3,28,4,1,1,411,New Shoppers,Potential & Promising
2956,42,Female,Boots,Footwear,67,Vermont,M,Silver,Winter,2.6,No,Free Shipping,No,No,46,Credit Card,annually,46,3,67,1,1,3,113,High-Value At Risk,High Risk & Need Attention
2957,52,Female,Dress,Clothing,88,Montana,M,Olive,Fall,3.7,No,Standard,No,No,30,Venmo,monthly,30,2,88,3,2,5,325,Needs Engagement,High Risk & Need Attention
2958,69,Female,Jewelry,Accessories,70,South Dakota,S,Gray,Fall,4.7,No,Standard,No,No,2,Cash,annually,2,3,70,5,1,4,514,Active Regulars,Potential & Promising
2959,55,Female,Skirt,Clothing,100,Ohio,M,Black,Summer,4.5,No,Standard,No,No,28,PayPal,monthly,28,2,100,3,2,5,325,Needs Engagement,High Risk & Need Attention
2960,38,Female,Handbag,Accessories,28,Texas,L,Maroon,Summer,4.7,No,Free Shipping,No,No,9,PayPal,quarterly,9,2,28,5,2,1,521,Active Regulars,Potential & Promising
2961,57,Female,Coat,Outerwear,48,Indiana,S,Olive,Spring,3.6,No,Standard,No,No,47,Credit Card,weekly,47,1,48,1,3,2,132,Dormant Shoppers,Hibernating & Lost
2962,33,Female,Hoodie,Clothing,43,New Hampshire,S,Gold,Fall,2.8,No,Free Shipping,No,No,21,Debit Card,bi-weekly,21,1,43,3,3,2,332,Dormant Shoppers,Hibernating & Lost
2963,57,Female,Pants,Clothing,40,California,L,Pink,Fall,4,No,Express,No,No,42,Credit Card,every 3 months,42,2,40,1,2,2,122,Dormant Shoppers,Hibernating & Lost
2964,52,Female,Boots,Footwear,97,Maine,M,Brown,Spring,3.6,No,Free Shipping,No,No,28,Credit Card,weekly,28,1,97,3,3,5,335,Loyal Buyers,Champions & Loyal
2965,44,Female,Coat,Outerwear,25,Ohio,S,White,Fall,3.8,No,2-Day Shipping,No,No,13,Venmo,fortnightly,13,1,25,4,3,1,431,Potential Loyal,Potential & Promising
2966,48,Female,Scarf,Accessories,45,Delaware,M,Blue,Summer,4.4,No,Standard,No,No,25,PayPal,fortnightly,25,1,45,3,3,2,332,Dormant Shoppers,Hibernating & Lost
2967,52,Female,Boots,Footwear,49,Oklahoma,L,Orange,Fall,2.8,No,Store Pickup,No,No,38,Debit Card,every 3 months,38,2,49,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2968,34,Female,Sneakers,Footwear,36,Indiana,L,Silver,Summer,3.4,No,Free Shipping,No,No,40,Venmo,annually,40,3,36,2,1,2,212,Dormant Shoppers,Hibernating & Lost
2969,26,Female,Sweater,Clothing,48,South Carolina,S,Gray,Fall,4.9,No,Express,No,No,25,Cash,every 3 months,25,2,48,3,2,2,322,Dormant Shoppers,Hibernating & Lost
2970,36,Female,Belt,Accessories,62,Vermont,S,Blue,Fall,4.3,No,Next Day Air,No,No,20,Cash,every 3 months,20,2,62,4,2,3,423,Potential Loyal,Potential & Promising
2971,24,Female,Jewelry,Accessories,74,Kansas,M,White,Winter,3.4,No,Free Shipping,No,No,44,Credit Card,bi-weekly,44,1,74,1,3,4,134,At Risk (Strong),Hibernating & Lost
2972,30,Female,Handbag,Accessories,100,Utah,L,Yellow,Fall,3.9,No,Next Day Air,No,No,9,PayPal,every 3 months,9,2,100,5,2,5,525,Active Regulars,Potential & Promising
2973,31,Female,Jacket,Outerwear,39,New York,S,Indigo,Fall,4.2,No,Free Shipping,No,No,11,Venmo,every 3 months,11,2,39,4,2,2,422,New Shoppers,Potential & Promising
2974,25,Female,Boots,Footwear,65,Indiana,M,Blue,Summer,2.7,No,Store Pickup,No,No,3,Bank Transfer,fortnightly,3,1,65,5,3,3,533,Potential Loyal,Potential & Promising
2975,57,Female,Sneakers,Footwear,99,Tennessee,XL,Peach,Summer,4.1,No,Store Pickup,No,No,34,Credit Card,weekly,34,1,99,2,3,5,235,At Risk (Strong),Hibernating & Lost
2976,61,Female,Scarf,Accessories,68,Georgia,XL,Lavender,Winter,4.5,No,2-Day Shipping,No,No,48,Cash,every 3 months,48,2,68,1,2,3,123,Dormant Shoppers,Hibernating & Lost
2977,30,Female,Coat,Outerwear,97,Nebraska,M,Silver,Summer,2.8,No,Express,No,No,28,Cash,fortnightly,28,1,97,3,3,5,335,Loyal Buyers,Champions & Loyal
2978,38,Female,Shorts,Clothing,47,Washington,L,Gold,Winter,3.4,No,Standard,No,No,20,Venmo,annually,20,3,47,4,1,2,412,New Shoppers,Potential & Promising
2979,53,Female,Shorts,Clothing,56,Idaho,S,Cyan,Spring,3.9,No,Free Shipping,No,No,49,Bank Transfer,fortnightly,49,1,56,1,3,3,133,At Risk (Strong),Hibernating & Lost
2980,31,Female,Jeans,Clothing,91,Louisiana,L,Olive,Fall,2.6,No,Next Day Air,No,No,14,PayPal,weekly,14,1,91,4,3,5,435,Loyal Buyers,Champions & Loyal
2981,70,Female,Gloves,Accessories,93,New Jersey,L,Teal,Fall,4.4,No,2-Day Shipping,No,No,9,Bank Transfer,monthly,9,2,93,5,2,5,525,Active Regulars,Potential & Promising
2982,21,Female,Pants,Clothing,36,Delaware,L,Pink,Winter,4.9,No,Standard,No,No,37,Venmo,annually,37,3,36,2,1,2,212,Dormant Shoppers,Hibernating & Lost
2983,33,Female,Dress,Clothing,45,Wisconsin,M,Orange,Summer,3.6,No,Store Pickup,No,No,4,Credit Card,weekly,4,1,45,5,3,2,532,Potential Loyal,Potential & Promising
2984,60,Female,Pants,Clothing,44,West Virginia,M,Charcoal,Winter,2.8,No,2-Day Shipping,No,No,1,Credit Card,quarterly,1,2,44,5,2,2,522,Active Regulars,Potential & Promising
2985,45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,No,2-Day Shipping,No,No,36,Debit Card,bi-weekly,36,1,32,2,3,1,231,At Risk,Hibernating & Lost
2986,46,Female,Belt,Accessories,36,Hawaii,S,Teal,Summer,3,No,Express,No,No,21,Cash,bi-weekly,21,1,36,3,3,2,332,Dormant Shoppers,Hibernating & Lost
2987,62,Female,Belt,Accessories,85,Arizona,S,Silver,Summer,3.3,No,2-Day Shipping,No,No,16,Credit Card,monthly,16,2,85,4,2,5,425,Active Regulars,Potential & Promising
2988,63,Female,Skirt,Clothing,36,Louisiana,L,Black,Winter,2.5,No,Store Pickup,No,No,42,Cash,monthly,42,2,36,1,2,2,122,Dormant Shoppers,Hibernating & Lost
2989,69,Female,Socks,Clothing,55,Nevada,S,Pink,Spring,5,No,2-Day Shipping,No,No,31,Debit Card,monthly,31,2,55,2,2,3,223,Dormant Shoppers,Hibernating & Lost
2990,46,Female,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,4.3,No,2-Day Shipping,No,No,6,Credit Card,weekly,6,1,20,5,3,1,531,Potential Loyal,Potential & Promising
2991,69,Female,Shirt,Clothing,91,Illinois,M,Teal,Fall,4.2,No,Free Shipping,No,No,24,Venmo,monthly,24,2,91,3,2,5,325,Needs Engagement,High Risk & Need Attention
2992,66,Female,Dress,Clothing,71,Utah,L,Green,Summer,3.9,No,Standard,No,No,7,PayPal,bi-weekly,7,1,71,5,3,4,534,Needs Engagement,High Risk & Need Attention
2993,41,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9,No,Store Pickup,No,No,25,Venmo,weekly,25,1,64,3,3,3,333,Potential Loyal,Potential & Promising
2994,32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,No,Free Shipping,No,No,18,Cash,bi-weekly,18,1,21,4,3,1,431,Potential Loyal,Potential & Promising
2995,69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,No,Store Pickup,No,No,14,Bank Transfer,quarterly,14,2,100,4,2,5,425,Active Regulars,Potential & Promising
2996,29,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,No,Standard,No,No,42,Debit Card,bi-weekly,42,1,96,1,3,5,135,At Risk (Strong),Hibernating & Lost
2997,70,Female,Jewelry,Accessories,91,Utah,M,White,Spring,2.9,No,Express,No,No,6,Venmo,every 3 months,6,2,91,5,2,5,525,Active Regulars,Potential & Promising
2998,41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,No,Next Day Air,No,No,14,Venmo,every 3 months,14,2,40,4,2,2,422,New Shoppers,Potential & Promising
2999,31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.7,No,Express,No,No,30,Debit Card,quarterly,30,2,53,3,2,3,323,Potential Loyal,Potential & Promising
3000,31,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.8,No,Standard,No,No,10,Cash,monthly,10,2,48,5,2,2,522,Active Regulars,Potential & Promising
3001,57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,No,Express,No,No,7,PayPal,weekly,7,1,70,5,3,4,534,Needs Engagement,High Risk & Need Attention
3002,29,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,4.7,No,Express,No,No,28,Credit Card,quarterly,28,2,29,3,2,1,321,At Risk,Hibernating & Lost
3003,70,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,3.6,No,Next Day Air,No,No,19,Bank Transfer,quarterly,19,2,29,4,2,1,421,New Shoppers,Potential & Promising
3004,51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,No,Express,No,No,13,Credit Card,every 3 months,13,2,53,4,2,3,423,Potential Loyal,Potential & Promising
3005,45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,No,Store Pickup,No,No,23,Venmo,fortnightly,23,1,79,3,3,4,334,Needs Engagement,High Risk & Need Attention
3006,18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Express,No,No,5,Venmo,weekly,5,1,65,5,3,3,533,Potential Loyal,Potential & Promising
3007,37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,No,Store Pickup,No,No,17,Venmo,bi-weekly,17,1,99,4,3,5,435,Loyal Buyers,Champions & Loyal
3008,23,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3,No,Next Day Air,No,No,31,Venmo,weekly,31,1,60,2,3,3,233,Dormant Shoppers,Hibernating & Lost
3009,39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,Free Shipping,No,No,19,PayPal,weekly,19,1,86,4,3,5,435,Loyal Buyers,Champions & Loyal
3010,62,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.6,No,Free Shipping,No,No,8,Venmo,fortnightly,8,1,73,5,3,4,534,Needs Engagement,High Risk & Need Attention
3011,70,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,3.3,No,Free Shipping,No,No,15,Credit Card,annually,15,3,45,4,1,2,412,New Shoppers,Potential & Promising
3012,20,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,3,No,Next Day Air,No,No,18,Credit Card,every 3 months,18,2,70,4,2,4,424,Active Regulars,Potential & Promising
3013,42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,Standard,No,No,16,PayPal,annually,16,3,65,4,1,3,413,Active Regulars,Potential & Promising
3014,41,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,No,Store Pickup,No,No,13,Cash,monthly,13,2,55,4,2,3,423,Potential Loyal,Potential & Promising
3015,24,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,4.5,No,Express,No,No,38,PayPal,every 3 months,38,2,65,2,2,3,223,Dormant Shoppers,Hibernating & Lost
3016,37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.8,No,Express,No,No,27,Bank Transfer,bi-weekly,27,1,21,3,3,1,331,At Risk,Hibernating & Lost
3017,30,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.9,No,Store Pickup,No,No,31,Bank Transfer,quarterly,31,2,26,2,2,1,221,At Risk,Hibernating & Lost
3018,58,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.3,No,Next Day Air,No,No,24,Cash,bi-weekly,24,1,71,3,3,4,334,Needs Engagement,High Risk & Need Attention
3019,43,Female,Boots,Footwear,41,Texas,M,Green,Summer,3,No,Free Shipping,No,No,21,Debit Card,bi-weekly,21,1,41,3,3,2,332,Dormant Shoppers,Hibernating & Lost
3020,19,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9,No,2-Day Shipping,No,No,15,PayPal,annually,15,3,44,4,1,2,412,New Shoppers,Potential & Promising
3021,23,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.8,No,Store Pickup,No,No,48,Venmo,every 3 months,48,2,81,1,2,4,124,At Risk (Strong),Hibernating & Lost
3022,65,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,No,2-Day Shipping,No,No,47,Cash,quarterly,47,2,77,1,2,4,124,At Risk (Strong),Hibernating & Lost
3023,58,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4,No,Free Shipping,No,No,23,PayPal,weekly,23,1,26,3,3,1,331,At Risk,Hibernating & Lost
3024,50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,No,Express,No,No,4,PayPal,quarterly,4,2,31,5,2,1,521,Active Regulars,Potential & Promising
3025,67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4,No,Free Shipping,No,No,47,Credit Card,every 3 months,47,2,82,1,2,4,124,At Risk (Strong),Hibernating & Lost
3026,40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,No,Store Pickup,No,No,7,PayPal,monthly,7,2,60,5,2,3,523,Active Regulars,Potential & Promising
3027,55,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,No,Free Shipping,No,No,6,Credit Card,annually,6,3,70,5,1,4,514,Active Regulars,Potential & Promising
3028,52,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.8,No,2-Day Shipping,No,No,47,Credit Card,quarterly,47,2,26,1,2,1,121,Lost Shoppers,Hibernating & Lost
3029,62,Female,Dress,Clothing,100,California,L,Charcoal,Summer,3,No,Free Shipping,No,No,7,PayPal,every 3 months,7,2,100,5,2,5,525,Active Regulars,Potential & Promising
3030,64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,No,Free Shipping,No,No,1,Debit Card,quarterly,1,2,82,5,2,4,524,Active Regulars,Potential & Promising
3031,43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,No,2-Day Shipping,No,No,23,Credit Card,weekly,23,1,24,3,3,1,331,At Risk,Hibernating & Lost
3032,61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,No,2-Day Shipping,No,No,30,Credit Card,monthly,30,2,74,3,2,4,324,Needs Engagement,High Risk & Need Attention
3033,26,Female,Backpack,Accessories,58,California,XL,Green,Summer,3.5,No,Next Day Air,No,No,24,Credit Card,quarterly,24,2,58,3,2,3,323,Potential Loyal,Potential & Promising
3034,22,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,2.6,No,Store Pickup,No,No,9,PayPal,weekly,9,1,56,5,3,3,533,Potential Loyal,Potential & Promising
3035,51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,2-Day Shipping,No,No,25,Credit Card,quarterly,25,2,37,3,2,2,322,Dormant Shoppers,Hibernating & Lost
3036,69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,No,Free Shipping,No,No,18,Cash,bi-weekly,18,1,64,4,3,3,433,Potential Loyal,Potential & Promising
3037,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,Next Day Air,No,No,7,Venmo,fortnightly,7,1,58,5,3,3,533,Potential Loyal,Potential & Promising
3038,51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,No,Next Day Air,No,No,2,Cash,annually,2,3,44,5,1,2,512,New Shoppers,Potential & Promising
3039,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Free Shipping,No,No,36,Debit Card,annually,36,3,39,2,1,2,212,Dormant Shoppers,Hibernating & Lost
3040,59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,No,Next Day Air,No,No,31,PayPal,bi-weekly,31,1,48,2,3,2,232,Dormant Shoppers,Hibernating & Lost
3041,18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,No,Express,No,No,10,Cash,fortnightly,10,1,32,5,3,1,531,Potential Loyal,Potential & Promising
3042,48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4,No,Express,No,No,27,PayPal,monthly,27,2,79,3,2,4,324,Needs Engagement,High Risk & Need Attention
3043,53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,14,PayPal,every 3 months,14,2,27,4,2,1,421,New Shoppers,Potential & Promising
3044,45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.6,No,Store Pickup,No,No,17,Credit Card,monthly,17,2,98,4,2,5,425,Active Regulars,Potential & Promising
3045,21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,No,Free Shipping,No,No,10,Bank Transfer,quarterly,10,2,67,5,2,3,523,Active Regulars,Potential & Promising
3046,42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,2-Day Shipping,No,No,4,PayPal,bi-weekly,4,1,37,5,3,2,532,Potential Loyal,Potential & Promising
3047,60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,No,Store Pickup,No,No,25,Cash,every 3 months,25,2,49,3,2,2,322,Dormant Shoppers,Hibernating & Lost
3048,21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.1,No,2-Day Shipping,No,No,3,PayPal,bi-weekly,3,1,74,5,3,4,534,Needs Engagement,High Risk & Need Attention
3049,69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,No,Standard,No,No,47,Venmo,fortnightly,47,1,93,1,3,5,135,At Risk (Strong),Hibernating & Lost
3050,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3,No,Next Day Air,No,No,41,Bank Transfer,bi-weekly,41,1,60,1,3,3,133,At Risk (Strong),Hibernating & Lost
3051,31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,No,Standard,No,No,28,Venmo,every 3 months,28,2,76,3,2,4,324,Needs Engagement,High Risk & Need Attention
3052,44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,No,Express,No,No,49,Debit Card,every 3 months,49,2,64,1,2,3,123,Dormant Shoppers,Hibernating & Lost
3053,48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,No,Store Pickup,No,No,7,Bank Transfer,fortnightly,7,1,38,5,3,2,532,Potential Loyal,Potential & Promising
3054,32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,No,Next Day Air,No,No,22,Bank Transfer,monthly,22,2,91,3,2,5,325,Needs Engagement,High Risk & Need Attention
3055,42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,No,2-Day Shipping,No,No,34,Venmo,monthly,34,2,70,2,2,4,224,At Risk (Strong),Hibernating & Lost
3056,27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5,No,Standard,No,No,5,Debit Card,bi-weekly,5,1,22,5,3,1,531,Potential Loyal,Potential & Promising
3057,69,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.8,No,Standard,No,No,15,Cash,bi-weekly,15,1,59,4,3,3,433,Potential Loyal,Potential & Promising
3058,67,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,3.4,No,Next Day Air,No,No,26,Bank Transfer,weekly,26,1,22,3,3,1,331,At Risk,Hibernating & Lost
3059,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,No,3,Bank Transfer,fortnightly,3,1,74,5,3,4,534,Needs Engagement,High Risk & Need Attention
3060,46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,No,Express,No,No,42,Credit Card,quarterly,42,2,71,1,2,4,124,At Risk (Strong),Hibernating & Lost
3061,47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,No,Store Pickup,No,No,1,Venmo,monthly,1,2,80,5,2,4,524,Active Regulars,Potential & Promising
3062,33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,No,Express,No,No,20,PayPal,every 3 months,20,2,59,4,2,3,423,Potential Loyal,Potential & Promising
3063,51,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,No,Standard,No,No,39,PayPal,monthly,39,2,96,2,2,5,225,At Risk (Strong),Hibernating & Lost
3064,26,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9,No,Store Pickup,No,No,24,Credit Card,fortnightly,24,1,43,3,3,2,332,Dormant Shoppers,Hibernating & Lost
3065,22,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.6,No,Express,No,No,49,Bank Transfer,quarterly,49,2,76,1,2,4,124,At Risk (Strong),Hibernating & Lost
3066,49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,No,Store Pickup,No,No,7,Venmo,bi-weekly,7,1,59,5,3,3,533,Potential Loyal,Potential & Promising
3067,58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,No,Free Shipping,No,No,13,Venmo,every 3 months,13,2,48,4,2,2,422,New Shoppers,Potential & Promising
3068,70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,No,Free Shipping,No,No,2,Cash,weekly,2,1,22,5,3,1,531,Potential Loyal,Potential & Promising
3069,32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,No,Express,No,No,4,Debit Card,weekly,4,1,40,5,3,2,532,Potential Loyal,Potential & Promising
3070,62,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.6,No,Express,No,No,17,Debit Card,quarterly,17,2,73,4,2,4,424,Active Regulars,Potential & Promising
3071,52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,No,Free Shipping,No,No,43,PayPal,bi-weekly,43,1,26,1,3,1,131,Lost Shoppers,Hibernating & Lost
3072,23,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,3.4,No,Next Day Air,No,No,6,PayPal,monthly,6,2,41,5,2,2,522,Active Regulars,Potential & Promising
3073,26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,No,Standard,No,No,46,PayPal,quarterly,46,2,98,1,2,5,125,At Risk (Strong),Hibernating & Lost
3074,58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,No,Free Shipping,No,No,7,Debit Card,bi-weekly,7,1,63,5,3,3,533,Potential Loyal,Potential & Promising
3075,26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,No,Next Day Air,No,No,34,Debit Card,fortnightly,34,1,55,2,3,3,233,Dormant Shoppers,Hibernating & Lost
3076,54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,No,Standard,No,No,21,PayPal,every 3 months,21,2,90,3,2,5,325,Needs Engagement,High Risk & Need Attention
3077,66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.6,No,Express,No,No,13,Venmo,bi-weekly,13,1,46,4,3,2,432,Potential Loyal,Potential & Promising
3078,60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3,No,Store Pickup,No,No,33,Debit Card,bi-weekly,33,1,88,2,3,5,235,At Risk (Strong),Hibernating & Lost
3079,32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,2-Day Shipping,No,No,24,Bank Transfer,bi-weekly,24,1,95,3,3,5,335,Loyal Buyers,Champions & Loyal
3080,48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4,No,Store Pickup,No,No,4,Bank Transfer,annually,4,3,31,5,1,1,511,New Shoppers,Potential & Promising
3081,69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,No,Next Day Air,No,No,5,Cash,bi-weekly,5,1,42,5,3,2,532,Potential Loyal,Potential & Promising
3082,64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,No,Next Day Air,No,No,11,Credit Card,weekly,11,1,44,4,3,2,432,Potential Loyal,Potential & Promising
3083,56,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4,No,Next Day Air,No,No,20,Bank Transfer,annually,20,3,99,4,1,5,415,Active Regulars,Potential & Promising
3084,22,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,No,Store Pickup,No,No,28,PayPal,quarterly,28,2,20,3,2,1,321,At Risk,Hibernating & Lost
3085,46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,Store Pickup,No,No,43,PayPal,monthly,43,2,37,1,2,2,122,Dormant Shoppers,Hibernating & Lost
3086,24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,No,Store Pickup,No,No,10,Venmo,every 3 months,10,2,50,5,2,2,522,Active Regulars,Potential & Promising
3087,47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,No,Next Day Air,No,No,26,Venmo,every 3 months,26,2,73,3,2,4,324,Needs Engagement,High Risk & Need Attention
3088,62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,No,Free Shipping,No,No,29,Bank Transfer,monthly,29,2,84,3,2,4,324,Needs Engagement,High Risk & Need Attention
